inquiry_id,priority,issue_category,issue_subcategory,channel,region,handled_by,hour_of_day,weekday,sla_breach_flag,resolution_minutes,sla_hours,created_at
INC02846,Medium,Transaction Mismatch,Amount Mismatch,Mobile App,West,Agent_34,12,2,0,720,48,2025-05-06 12:28:00
INC02847,Low,Account Access,Locked Account,Chat,South,Agent_76,11,4,0,97,72,2025-09-11 11:39:00
INC02848,High,Transaction Mismatch,Duplicate Transaction,Email,West,Agent_50,6,2,0,639,24,2025-07-01 06:28:00
INC02849,High,Fraud Detection,Account Takeover,Mobile App,West,Agent_60,13,3,0,95,24,2025-08-27 13:35:00
INC02850,Low,Transaction Mismatch,Amount Mismatch,Mobile App,South,Agent_84,2,2,0,544,72,2025-07-01 02:19:00
INC02851,Medium,Delay,Clearing Delay,Chat,North,Agent_102,1,4,0,-34,48,2025-04-17 01:39:00
INC02852,Low,Account Access,Password Reset,Chat,East,Agent_32,11,2,0,77,72,2025-07-29 11:25:00
INC02853,Critical,Transaction Mismatch,Duplicate Transaction,Email,West,Agent_56,20,5,0,188,4,2025-06-20 20:42:00
INC02854,High,KYC/Documentation,Missing Documents,Chat,West,Agent_4,20,5,1,,24,2025-01-17 20:43:00
INC02855,Medium,Fraud Detection,Account Takeover,Chat,West,Agent_10,2,1,0,758,48,2025-02-10 02:03:00
INC02856,Medium,Payment Failure,Beneficiary Error,Chat,North,Agent_12,19,1,0,190,48,2025-02-10 19:44:00
INC02857,Critical,Payment Failure,Beneficiary Error,Chat,West,Agent_55,21,6,1,318,4,2025-02-22 21:56:00
INC02858,High,Transaction Mismatch,Duplicate Transaction,Mobile App,Central,Agent_63,9,0,0,421,24,2025-02-09 09:46:00
INC02859,Low,Account Access,MFA Issue,Mobile App,Central,Agent_114,8,3,0,260,72,2025-01-01 08:46:00
INC02860,Low,Account Access,Locked Account,Chat,North,Agent_68,22,1,0,184,72,2025-03-17 22:39:00
INC02861,Low,Account Access,Locked Account,Email,West,Agent_55,8,2,0,199,72,2025-02-04 08:45:00
INC02862,Low,KYC/Documentation,Mismatch Info,Email,South,Agent_9,0,2,0,3348,72,2025-05-27 00:20:00
INC02863,Medium,Fraud Detection,Card Fraud,Chat,West,Agent_40,1,6,0,139,48,2025-05-10 01:22:00
INC02864,Low,Payment Failure,Gateway Error,Chat,South,Agent_34,7,2,0,996,72,2025-08-19 07:13:00
INC02865,Low,KYC/Documentation,Missing Documents,Chat,North,Agent_3,9,5,0,1897,72,2025-08-22 09:55:00
INC02866,Low,Payment Failure,Beneficiary Error,Mobile App,West,Agent_40,23,4,0,581,72,2025-03-27 23:14:00
INC02867,High,Fraud Detection,Card Fraud,Email,North,Agent_19,15,5,0,450,24,2025-09-12 15:19:00
INC02868,High,Fraud Detection,Account Takeover,Phone,East,Agent_27,16,2,0,374,24,2025-07-01 16:23:00
INC02869,Medium,Delay,Processing Queue,Phone,Central,Agent_67,20,0,0,1422,48,2025-07-06 20:10:00
INC02870,High,Account Access,Password Reset,Chat,East,Agent_104,22,4,0,147,24,2025-06-05 22:56:00
INC02871,Low,Account Access,Password Reset,Phone,Central,Agent_29,12,3,0,192,72,2025-02-26 12:29:00
INC02872,High,Delay,Processing Queue,Email,Central,Agent_9,17,1,1,1769,24,2025-06-09 17:48:00
INC02873,Critical,Delay,Processing Queue,Email,North,Agent_89,12,2,1,899,4,2025-05-13 12:12:00
INC02874,High,KYC/Documentation,Missing Documents,Phone,South,Agent_9,18,3,0,1029,24,2025-07-09 18:29:00
INC02875,Critical,Fraud Detection,Card Fraud,Mobile App,North,Agent_26,4,2,0,197,4,2025-06-10 04:30:00
INC02876,Low,Payment Failure,Insufficient Funds,Phone,East,Agent_29,2,4,0,366,72,2025-05-08 02:21:00
INC02877,Medium,Transaction Mismatch,Amount Mismatch,Phone,North,Agent_79,6,1,0,702,48,2025-01-20 06:03:00
INC02878,Low,Transaction Mismatch,Duplicate Transaction,Mobile App,South,Agent_96,11,1,0,644,72,2025-07-28 11:39:00
INC02879,Medium,Delay,Processing Queue,Phone,South,Agent_53,10,5,0,2381,48,2025-06-06 10:56:00
INC02880,Low,Transaction Mismatch,Missing Transaction,Phone,North,Agent_54,10,6,0,1087,72,2025-05-17 10:09:00
INC02881,Medium,Chargeback,Merchant Error,Phone,Central,Agent_82,22,0,0,699,48,2025-02-23 22:47:00
INC02882,Low,Delay,Processing Queue,Mobile App,Central,Agent_119,5,0,0,2547,72,2025-03-09 05:42:00
INC02883,Low,Payment Failure,Insufficient Funds,Email,West,Agent_107,4,4,0,982,72,2025-03-06 04:43:00
INC02884,Medium,Fraud Detection,Account Takeover,Phone,North,Agent_2,4,2,0,432,48,2025-07-15 04:01:00
INC02885,Medium,Account Access,Locked Account,Chat,West,Agent_17,18,4,0,263,48,2025-06-26 18:14:00
INC02886,Low,Delay,Clearing Delay,Mobile App,East,Agent_72,17,0,0,3093,72,2025-03-09 17:40:00
INC02887,Medium,Delay,Clearing Delay,Email,Central,Agent_45,19,1,0,1977,48,2025-06-23 19:31:00
INC02888,Low,KYC/Documentation,Missing Documents,Phone,South,Agent_117,9,6,0,1078,72,2025-02-15 09:21:00
INC02889,Low,Delay,Processing Queue,Email,East,Agent_2,0,4,0,1767,72,2025-07-24 00:51:00
INC02890,Medium,KYC/Documentation,Verification Delay,Chat,North,Agent_92,11,0,0,2842,48,2025-08-03 11:54:00
INC02891,Medium,Payment Failure,Beneficiary Error,Mobile App,East,Agent_27,8,0,0,349,48,2025-01-12 08:55:00
INC02892,Medium,Transaction Mismatch,Duplicate Transaction,Mobile App,Central,Agent_66,3,0,0,622,48,2025-01-19 03:57:00
INC02893,Critical,Transaction Mismatch,Missing Transaction,Email,North,Agent_27,23,5,1,286,4,2025-08-15 23:56:00
INC02894,High,Payment Failure,Gateway Error,Phone,North,Agent_103,21,6,0,105,24,2025-07-19 21:03:00
INC02895,High,Chargeback,Merchant Error,Mobile App,North,Agent_97,17,4,0,114,24,2025-04-10 17:24:00
INC02896,High,Fraud Detection,Card Fraud,Chat,South,Agent_72,6,3,0,502,24,2025-01-08 06:32:00
INC02897,Medium,Transaction Mismatch,Missing Transaction,Mobile App,Central,Agent_94,22,5,0,357,48,2025-03-28 22:36:00
INC02898,Low,Transaction Mismatch,Missing Transaction,Phone,West,Agent_61,11,6,0,1239,72,2025-01-25 11:14:00
INC02899,Low,Payment Failure,Beneficiary Error,Mobile App,West,Agent_2,20,1,0,282,72,2025-04-21 20:03:00
INC02900,Medium,Transaction Mismatch,Missing Transaction,Chat,West,Agent_89,16,0,0,402,48,2025-05-11 16:48:00
INC02901,High,Transaction Mismatch,Missing Transaction,Email,South,Agent_68,18,2,0,560,24,2025-03-18 18:57:00
INC02902,Medium,Delay,Clearing Delay,Chat,South,Agent_6,22,3,0,2243,48,2025-03-26 22:34:00
INC02903,Low,Transaction Mismatch,Missing Transaction,Mobile App,West,Agent_82,16,2,0,704,72,2025-08-12 16:32:00
INC02904,Low,Chargeback,Merchant Error,Mobile App,East,Agent_94,16,4,0,1618,72,2025-09-11 16:01:00
INC02905,Low,Payment Failure,Insufficient Funds,Email,North,Agent_62,18,6,0,365,72,2025-05-24 18:20:00
INC02906,Medium,Account Access,Locked Account,Mobile App,East,Agent_69,11,0,0,309,48,2025-06-15 11:43:00
INC02907,Low,Delay,Processing Queue,Email,West,Agent_57,8,6,0,2686,72,2025-08-23 08:05:00
INC02908,Medium,Account Access,Locked Account,Chat,South,Agent_35,3,0,0,218,48,2025-06-15 03:53:00
INC02909,High,Delay,Interbank Delay,Phone,Central,Agent_52,11,1,0,312,24,2025-07-28 11:50:00
INC02910,Low,Fraud Detection,Suspicious Login,Email,East,Agent_95,16,4,0,1330,72,2025-08-14 16:38:00
INC02911,High,Transaction Mismatch,Amount Mismatch,Chat,Central,Agent_61,1,6,0,360,24,2025-04-05 01:53:00
INC02912,Low,Delay,Processing Queue,Email,East,Agent_99,5,5,0,2553,72,2025-03-21 05:59:00
INC02913,Medium,Payment Failure,Beneficiary Error,Mobile App,North,Agent_11,15,4,0,417,48,2025-03-27 15:24:00
INC02914,Medium,Fraud Detection,Account Takeover,Chat,South,Agent_57,8,6,0,780,48,2025-01-18 08:00:00
INC02915,Critical,Payment Failure,Insufficient Funds,Chat,East,Agent_34,11,0,0,135,4,2025-05-04 11:50:00
INC02916,Low,Transaction Mismatch,Missing Transaction,Mobile App,West,Agent_110,13,2,0,935,72,2025-05-20 13:56:00
INC02917,Medium,Payment Failure,Gateway Error,Chat,South,Agent_51,23,6,0,467,48,2025-05-17 23:52:00
INC02918,Low,Delay,Processing Queue,Chat,West,Agent_57,19,2,0,264,72,2025-06-03 19:36:00
INC02919,High,Delay,Clearing Delay,Chat,South,Agent_72,16,4,0,120,24,2025-03-20 16:23:00
INC02920,Medium,Transaction Mismatch,Duplicate Transaction,Email,West,Agent_24,0,2,0,320,48,2025-05-06 00:43:00
INC02921,Medium,Transaction Mismatch,Duplicate Transaction,Mobile App,North,Agent_58,8,6,0,628,48,2025-08-02 08:13:00
INC02922,Medium,Delay,Processing Queue,Phone,West,Agent_62,15,0,0,1588,48,2025-01-12 15:53:00
INC02923,Low,Payment Failure,Beneficiary Error,Chat,Central,Agent_100,11,5,0,305,72,2025-07-11 11:04:00
INC02924,Medium,Delay,Interbank Delay,Email,Central,Agent_100,10,3,0,2026,48,2025-03-26 10:13:00
INC02925,Medium,Fraud Detection,Account Takeover,Chat,Central,Agent_115,21,0,0,1009,48,2025-06-22 21:36:00
INC02926,Medium,Transaction Mismatch,Missing Transaction,Email,East,Agent_29,15,0,0,760,48,2025-01-19 15:01:00
INC02927,High,Transaction Mismatch,Duplicate Transaction,Email,South,Agent_93,17,0,0,790,24,2025-08-10 17:30:00
INC02928,Medium,Payment Failure,Gateway Error,Chat,North,Agent_45,18,4,0,565,48,2025-01-02 18:17:00
INC02929,Medium,Transaction Mismatch,Amount Mismatch,Chat,East,Agent_60,11,5,0,-17,48,2025-04-18 11:37:00
INC02930,Low,Payment Failure,Insufficient Funds,Chat,Central,Agent_62,7,4,0,178,72,2025-08-21 07:49:00
INC02931,Low,Transaction Mismatch,Missing Transaction,Email,East,Agent_35,5,1,0,1390,72,2025-03-10 05:22:00
INC02932,Low,Payment Failure,Beneficiary Error,Chat,South,Agent_31,9,0,0,711,72,2025-09-07 09:06:00
INC02933,High,Transaction Mismatch,Amount Mismatch,Chat,West,Agent_96,17,0,0,608,24,2025-03-16 17:23:00
INC02934,Medium,Payment Failure,Beneficiary Error,Chat,North,Agent_100,15,3,0,576,48,2025-06-04 15:23:00
INC02935,Medium,Fraud Detection,Suspicious Login,Mobile App,North,Agent_39,13,4,0,755,48,2025-04-10 13:10:00
INC02936,Critical,Transaction Mismatch,Missing Transaction,Phone,East,Agent_94,14,5,0,186,4,2025-01-10 14:06:00
INC02937,Low,Account Access,Locked Account,Chat,East,Agent_74,21,3,0,267,72,2025-09-10 21:37:00
INC02938,Low,Fraud Detection,Account Takeover,Phone,North,Agent_60,1,2,0,825,72,2025-06-24 01:33:00
INC02939,Low,Transaction Mismatch,Amount Mismatch,Phone,North,Agent_98,6,2,0,1030,72,2025-01-14 06:38:00
INC02940,Medium,Chargeback,Merchant Error,Phone,West,Agent_70,14,0,0,620,48,2025-02-23 14:47:00
INC02941,Low,Chargeback,Merchant Error,Email,North,Agent_96,22,0,0,658,72,2025-08-10 22:38:00
INC02942,High,Fraud Detection,Suspicious Login,Mobile App,West,Agent_52,18,0,0,855,24,2025-07-06 18:51:00
INC02943,Low,Transaction Mismatch,Amount Mismatch,Chat,Central,Agent_77,11,4,0,1652,72,2025-05-08 11:12:00
INC02944,Medium,Transaction Mismatch,Amount Mismatch,Phone,South,Agent_30,1,1,0,297,48,2025-07-28 01:31:00
INC02945,Low,Payment Failure,Gateway Error,Mobile App,East,Agent_22,3,4,0,210,72,2025-06-26 03:48:00
INC02946,High,Fraud Detection,Account Takeover,Chat,West,Agent_92,20,3,0,644,24,2025-09-10 20:19:00
INC02947,Low,KYC/Documentation,Mismatch Info,Phone,South,Agent_91,14,4,1,,72,2025-07-31 14:49:00
INC02948,Low,Transaction Mismatch,Missing Transaction,Mobile App,East,Agent_72,21,1,0,775,72,2025-01-06 21:03:00
INC02949,Low,Payment Failure,Insufficient Funds,Email,West,Agent_104,12,4,0,305,72,2025-03-20 12:52:00
INC02950,High,Delay,Processing Queue,Mobile App,West,Agent_75,22,5,1,,24,2025-05-16 22:49:00
INC02951,High,Account Access,Password Reset,Chat,South,Agent_42,2,0,0,58,24,2025-02-23 02:51:00
INC02952,High,Delay,Interbank Delay,Email,East,Agent_104,12,0,0,887,24,2025-03-23 12:05:00
INC02953,Medium,Transaction Mismatch,Duplicate Transaction,Chat,South,Agent_24,12,5,0,730,48,2025-06-06 12:48:00
INC02954,Low,Fraud Detection,Card Fraud,Chat,North,Agent_28,21,5,0,1007,72,2025-07-11 21:52:00
INC02955,Low,Chargeback,Merchant Error,Phone,Central,Agent_28,14,2,0,984,72,2025-07-15 14:12:00
INC02956,Medium,Transaction Mismatch,Amount Mismatch,Mobile App,North,Agent_34,23,6,0,664,48,2025-08-16 23:27:00
INC02957,Low,Delay,Clearing Delay,Email,South,Agent_42,21,2,0,1793,72,2025-07-15 21:08:00
INC02958,Low,Delay,Interbank Delay,Mobile App,North,Agent_26,1,6,0,2494,72,2025-05-17 01:57:00
INC02959,Medium,Account Access,MFA Issue,Phone,West,Agent_85,16,3,0,81,48,2025-01-01 16:30:00
INC02960,Low,Fraud Detection,Account Takeover,Chat,North,Agent_62,13,5,0,1387,72,2025-09-05 13:06:00
INC02961,Medium,KYC/Documentation,Mismatch Info,Email,North,Agent_37,20,1,0,1129,48,2025-08-04 20:30:00
INC02962,Low,Fraud Detection,Suspicious Login,Email,North,Agent_29,17,2,1,,72,2025-07-22 17:03:00
INC02963,Low,Account Access,MFA Issue,Chat,North,Agent_76,12,1,0,245,72,2025-03-24 12:54:00
INC02964,High,Account Access,Locked Account,Phone,West,Agent_101,12,3,0,216,24,2025-02-12 12:02:00
INC02965,Medium,Account Access,MFA Issue,Email,East,Agent_105,18,5,0,66,48,2025-05-09 18:02:00
INC02966,Medium,Account Access,Password Reset,Chat,Central,Agent_74,22,5,0,370,48,2025-02-28 22:38:00
INC02967,Medium,Delay,Interbank Delay,Chat,South,Agent_16,6,5,1,3089,48,2025-02-21 06:25:00
INC02968,Medium,Fraud Detection,Account Takeover,Chat,South,Agent_52,7,5,0,715,48,2025-06-20 07:04:00
INC02969,High,Transaction Mismatch,Missing Transaction,Mobile App,East,Agent_102,4,4,0,258,24,2025-01-02 04:11:00
INC02970,Low,KYC/Documentation,Mismatch Info,Email,Central,Agent_106,16,4,0,705,72,2025-05-22 16:00:00
INC02971,Low,Payment Failure,Gateway Error,Email,East,Agent_109,6,1,0,445,72,2025-06-02 06:43:00
INC02972,Medium,KYC/Documentation,Verification Delay,Chat,North,Agent_4,15,4,0,1418,48,2025-02-13 15:19:00
INC02973,Low,Delay,Clearing Delay,Email,North,Agent_74,23,2,0,537,72,2025-03-25 23:05:00
INC02974,Medium,Payment Failure,Insufficient Funds,Email,East,Agent_104,11,4,0,371,48,2025-06-19 11:32:00
INC02975,Medium,Transaction Mismatch,Duplicate Transaction,Chat,West,Agent_65,3,4,0,513,48,2025-08-21 03:31:00
INC02976,Low,Transaction Mismatch,Amount Mismatch,Mobile App,North,Agent_43,1,3,0,800,72,2025-08-20 01:57:00
INC02977,Medium,KYC/Documentation,Mismatch Info,Email,South,Agent_58,12,1,0,1665,48,2025-02-17 12:16:00
INC02978,High,Account Access,MFA Issue,Mobile App,West,Agent_110,17,4,0,143,24,2025-07-17 17:16:00
INC02979,High,Fraud Detection,Account Takeover,Mobile App,South,Agent_108,0,6,0,586,24,2025-02-01 00:24:00
INC02980,Low,Account Access,Password Reset,Mobile App,West,Agent_43,20,1,0,164,72,2025-02-10 20:48:00
INC02981,Low,Delay,Clearing Delay,Phone,Central,Agent_39,8,6,0,168,72,2025-09-13 08:55:00
INC02982,Low,KYC/Documentation,Mismatch Info,Phone,East,Agent_109,23,3,0,542,72,2025-08-13 23:51:00
INC02983,High,Transaction Mismatch,Missing Transaction,Chat,West,Agent_53,5,4,0,329,24,2025-05-29 05:30:00
INC02984,Medium,Transaction Mismatch,Missing Transaction,Mobile App,East,Agent_38,3,0,0,306,48,2025-03-02 03:06:00
INC02985,High,Delay,Processing Queue,Mobile App,Central,Agent_27,13,0,1,1607,24,2025-06-29 13:21:00
INC02986,High,Chargeback,Customer Dispute,Chat,West,Agent_68,16,0,0,593,24,2025-06-01 16:21:00
INC02987,Medium,KYC/Documentation,Verification Delay,Email,West,Agent_9,23,6,0,812,48,2025-06-28 23:26:00
INC02988,Medium,Transaction Mismatch,Missing Transaction,Mobile App,West,Agent_114,16,2,0,741,48,2025-04-22 16:08:00
INC02989,Low,Transaction Mismatch,Missing Transaction,Mobile App,South,Agent_49,14,5,0,897,72,2025-08-22 14:38:00
INC02990,High,Fraud Detection,Suspicious Login,Phone,North,Agent_8,15,5,0,372,24,2025-04-25 15:29:00
INC02991,Medium,Delay,Processing Queue,Phone,West,Agent_70,7,3,0,1879,48,2025-08-13 07:22:00
INC02992,High,Fraud Detection,Suspicious Login,Email,South,Agent_79,9,4,0,426,24,2025-03-27 09:12:00
INC02993,High,Delay,Interbank Delay,Mobile App,Central,Agent_34,8,1,0,1135,24,2025-04-28 08:17:00
INC02994,Medium,Transaction Mismatch,Duplicate Transaction,Mobile App,Central,Agent_113,21,0,0,561,48,2025-04-27 21:58:00
INC02995,Low,Payment Failure,Gateway Error,Mobile App,North,Agent_5,10,0,0,571,72,2025-07-20 10:49:00
INC02996,Low,KYC/Documentation,Mismatch Info,Chat,South,Agent_14,8,2,0,1699,72,2025-07-15 08:16:00
INC02997,High,Account Access,Locked Account,Chat,East,Agent_40,18,6,0,27,24,2025-03-01 18:40:00
INC02998,Medium,Transaction Mismatch,Duplicate Transaction,Email,East,Agent_43,16,6,0,542,48,2025-03-15 16:51:00
INC02999,Medium,Chargeback,Merchant Error,Mobile App,Central,Agent_51,15,4,0,648,48,2025-01-16 15:35:00
INC03000,Critical,Fraud Detection,Suspicious Login,Email,North,Agent_118,21,3,0,175,4,2025-01-15 21:11:00
INC03001,High,Delay,Processing Queue,Mobile App,South,Agent_76,1,4,0,1263,24,2025-09-04 01:57:00
INC03002,Low,Payment Failure,Insufficient Funds,Mobile App,South,Agent_106,17,0,0,491,72,2025-03-09 17:51:00
INC03003,Low,KYC/Documentation,Mismatch Info,Phone,West,Agent_118,8,0,0,2453,72,2025-02-09 08:51:00
INC03004,Low,Transaction Mismatch,Amount Mismatch,Phone,West,Agent_1,9,0,0,1359,72,2025-07-20 09:19:00
INC03005,Medium,Delay,Processing Queue,Phone,South,Agent_3,10,5,0,2414,48,2025-01-10 10:05:00
INC03006,Low,Account Access,Password Reset,Chat,East,Agent_47,21,1,0,279,72,2025-03-17 21:10:00
INC03007,Low,Payment Failure,Beneficiary Error,Phone,North,Agent_112,2,2,0,640,72,2025-05-20 02:25:00
INC03008,Medium,KYC/Documentation,Verification Delay,Phone,East,Agent_22,12,0,0,1491,48,2025-05-18 12:26:00
INC03009,Low,Transaction Mismatch,Duplicate Transaction,Mobile App,North,Agent_62,21,0,0,-32,72,2025-07-27 21:43:00
INC03010,Low,Chargeback,Customer Dispute,Chat,Central,Agent_64,9,2,1,,72,2025-06-24 09:47:00
INC03011,Medium,Fraud Detection,Suspicious Login,Phone,North,Agent_111,7,5,0,461,48,2025-03-14 07:44:00
INC03012,Medium,Delay,Clearing Delay,Chat,Central,Agent_91,10,2,0,2079,48,2025-05-13 10:28:00
INC03013,Low,Delay,Interbank Delay,Mobile App,West,Agent_78,19,5,0,2895,72,2025-02-21 19:40:00
INC03014,Low,Payment Failure,Insufficient Funds,Phone,Central,Agent_20,21,5,0,412,72,2025-09-05 21:08:00
INC03015,Medium,Account Access,Locked Account,Chat,Central,Agent_83,4,1,0,-33,48,2025-06-30 04:15:00
INC03016,High,Payment Failure,Beneficiary Error,Chat,East,Agent_104,15,6,0,302,24,2025-04-12 15:37:00
INC03017,Medium,Fraud Detection,Suspicious Login,Email,North,Agent_116,2,3,0,554,48,2025-03-05 02:27:00
INC03018,High,Transaction Mismatch,Missing Transaction,Chat,South,Agent_39,10,3,0,580,24,2025-08-27 10:53:00
INC03019,Low,Delay,Clearing Delay,Email,North,Agent_23,7,4,1,,72,2025-08-28 07:37:00
INC03020,Medium,KYC/Documentation,Mismatch Info,Mobile App,West,Agent_62,20,2,0,1346,48,2025-06-03 20:36:00
INC03021,Medium,Payment Failure,Gateway Error,Chat,Central,Agent_115,8,6,0,436,48,2025-03-29 08:19:00
INC03022,Low,Payment Failure,Insufficient Funds,Mobile App,East,Agent_29,16,1,0,334,72,2025-08-25 16:31:00
INC03023,Low,Payment Failure,Gateway Error,Phone,East,Agent_17,5,4,0,486,72,2025-01-23 05:39:00
INC03024,Medium,Transaction Mismatch,Amount Mismatch,Chat,North,Agent_77,15,6,0,235,48,2025-05-31 15:37:00
INC03025,Medium,Transaction Mismatch,Duplicate Transaction,Email,West,Agent_49,13,1,0,248,48,2025-02-03 13:44:00
INC03026,Low,Payment Failure,Gateway Error,Email,North,Agent_77,4,3,0,406,72,2025-03-12 04:23:00
INC03027,High,KYC/Documentation,Missing Documents,Email,West,Agent_31,22,4,0,617,24,2025-02-13 22:17:00
INC03028,Low,Transaction Mismatch,Amount Mismatch,Chat,West,Agent_111,22,2,0,452,72,2025-02-25 22:07:00
INC03029,Medium,Delay,Clearing Delay,Email,Central,Agent_103,13,3,0,2114,48,2025-06-18 13:36:00
INC03030,Low,Payment Failure,Beneficiary Error,Email,South,Agent_74,6,5,0,651,72,2025-04-25 06:21:00
INC03031,Medium,Payment Failure,Beneficiary Error,Mobile App,North,Agent_46,20,1,0,505,48,2025-05-05 20:48:00
INC03032,High,Delay,Interbank Delay,Chat,West,Agent_94,19,4,1,1599,24,2025-05-08 19:01:00
INC03033,Low,Delay,Clearing Delay,Phone,North,Agent_56,12,4,1,4884,72,2025-05-01 12:20:00
INC03034,Low,KYC/Documentation,Mismatch Info,Mobile App,South,Agent_108,14,2,0,2403,72,2025-06-03 14:26:00
INC03035,Low,Chargeback,Merchant Error,Mobile App,Central,Agent_64,10,1,0,865,72,2025-06-16 10:16:00
INC03036,Medium,Delay,Interbank Delay,Chat,Central,Agent_29,23,6,0,2572,48,2025-03-15 23:45:00
INC03037,Low,Payment Failure,Beneficiary Error,Email,Central,Agent_111,9,5,0,462,72,2025-04-11 09:14:00
INC03038,Medium,Payment Failure,Beneficiary Error,Email,South,Agent_106,22,5,0,362,48,2025-04-04 22:22:00
INC03039,Low,Chargeback,Customer Dispute,Email,North,Agent_24,7,4,1,,72,2025-02-20 07:15:00
INC03040,Low,KYC/Documentation,Missing Documents,Chat,North,Agent_82,13,1,1,,72,2025-04-28 13:19:00
INC03041,Low,Transaction Mismatch,Amount Mismatch,Chat,North,Agent_52,6,5,0,316,72,2025-07-11 06:45:00
INC03042,High,Delay,Clearing Delay,Phone,East,Agent_46,4,6,1,1606,24,2025-01-25 04:15:00
INC03043,Critical,Delay,Processing Queue,Phone,East,Agent_20,17,1,1,886,4,2025-06-16 17:54:00
INC03044,Low,Account Access,MFA Issue,Email,East,Agent_105,20,3,0,220,72,2025-03-19 20:52:00
INC03045,High,Fraud Detection,Card Fraud,Phone,Central,Agent_12,2,4,0,463,24,2025-07-10 02:08:00
INC03046,Medium,KYC/Documentation,Verification Delay,Chat,Central,Agent_33,23,4,0,1242,48,2025-05-08 23:56:00
INC03047,Medium,Transaction Mismatch,Duplicate Transaction,Chat,East,Agent_64,19,3,0,871,48,2025-02-05 19:45:00
INC03048,Medium,Fraud Detection,Suspicious Login,Mobile App,South,Agent_3,12,2,0,195,48,2025-03-04 12:27:00
INC03049,Medium,Delay,Clearing Delay,Chat,West,Agent_31,3,6,0,1316,48,2025-08-09 03:47:00
INC03050,Medium,Account Access,MFA Issue,Phone,East,Agent_20,4,3,0,125,48,2025-06-11 04:00:00
INC03051,High,Account Access,Locked Account,Mobile App,Central,Agent_58,10,3,0,150,24,2025-01-29 10:38:00
INC03052,Critical,Account Access,Locked Account,Phone,Central,Agent_5,2,0,0,-14,4,2025-08-24 02:19:00
INC03053,Medium,Fraud Detection,Account Takeover,Email,Central,Agent_20,1,2,0,770,48,2025-02-25 01:05:00
INC03054,Medium,Payment Failure,Beneficiary Error,Mobile App,North,Agent_50,16,6,0,170,48,2025-09-06 16:33:00
INC03055,Medium,Transaction Mismatch,Missing Transaction,Chat,North,Agent_68,17,1,0,387,48,2025-05-05 17:33:00
INC03056,Medium,Delay,Interbank Delay,Mobile App,East,Agent_52,13,1,0,1147,48,2025-06-30 13:59:00
INC03057,Medium,Payment Failure,Gateway Error,Mobile App,South,Agent_106,12,1,0,89,48,2025-03-24 12:30:00
INC03058,High,Delay,Processing Queue,Email,South,Agent_59,23,3,0,69,24,2025-01-01 23:40:00
INC03059,Low,Delay,Processing Queue,Phone,Central,Agent_29,11,5,0,521,72,2025-04-18 11:26:00
INC03060,Low,Chargeback,Merchant Error,Chat,Central,Agent_71,12,0,0,1323,72,2025-01-26 12:38:00
INC03061,Medium,Delay,Interbank Delay,Phone,West,Agent_49,13,2,1,,48,2025-04-15 13:29:00
INC03062,High,KYC/Documentation,Verification Delay,Phone,West,Agent_39,14,6,1,1448,24,2025-08-02 14:23:00
INC03063,High,Account Access,MFA Issue,Email,North,Agent_65,13,2,0,49,24,2025-07-01 13:02:00
INC03064,Low,Fraud Detection,Card Fraud,Chat,Central,Agent_107,20,6,0,952,72,2025-01-25 20:41:00
INC03065,High,Account Access,Password Reset,Mobile App,South,Agent_3,13,5,0,177,24,2025-06-27 13:21:00
INC03066,Low,Account Access,MFA Issue,Mobile App,North,Agent_48,3,0,0,230,72,2025-04-13 03:24:00
INC03067,Low,Delay,Clearing Delay,Email,East,Agent_105,17,0,1,5206,72,2025-05-25 17:30:00
INC03068,Low,Account Access,MFA Issue,Phone,Central,Agent_76,10,4,0,155,72,2025-05-29 10:20:00
INC03069,Low,Transaction Mismatch,Duplicate Transaction,Email,East,Agent_49,18,4,0,1190,72,2025-04-17 18:54:00
INC03070,Low,Fraud Detection,Account Takeover,Phone,North,Agent_4,12,3,0,1234,72,2025-02-19 12:13:00
INC03071,Medium,Delay,Interbank Delay,Mobile App,East,Agent_14,9,1,0,1625,48,2025-02-10 09:14:00
INC03072,Medium,Transaction Mismatch,Duplicate Transaction,Mobile App,South,Agent_46,18,3,0,699,48,2025-08-13 18:36:00
INC03073,Low,Transaction Mismatch,Amount Mismatch,Chat,West,Agent_8,16,5,0,781,72,2025-02-21 16:38:00
INC03074,High,Delay,Clearing Delay,Chat,West,Agent_96,5,5,0,1131,24,2025-01-03 05:08:00
INC03075,Low,Chargeback,Customer Dispute,Chat,Central,Agent_73,14,4,0,1580,72,2025-08-28 14:54:00
INC03076,Low,Payment Failure,Beneficiary Error,Phone,East,Agent_9,8,4,0,507,72,2025-01-23 08:06:00
INC03077,High,Account Access,Password Reset,Email,West,Agent_68,12,4,0,72,24,2025-07-31 12:27:00
INC03078,Medium,Payment Failure,Beneficiary Error,Mobile App,North,Agent_42,8,6,0,382,48,2025-05-31 08:31:00
INC03079,High,Transaction Mismatch,Missing Transaction,Chat,East,Agent_39,15,4,0,393,24,2025-03-13 15:25:00
INC03080,Medium,Account Access,MFA Issue,Mobile App,South,Agent_93,0,5,0,185,48,2025-03-21 00:09:00
INC03081,Low,Fraud Detection,Card Fraud,Phone,North,Agent_117,7,4,0,1699,72,2025-02-06 07:55:00
