inquiry_id,client_id,created_at,resolved_at,resolution_minutes,issue_category,issue_subcategory,priority,sla_hours,resolved_within_sla,satisfaction_score,channel,region,handled_by
INC02908,C1263,6/15/2025 3:53,6/15/2025 7:31,218,Account Access,Locked Account,Medium,48,TRUE,5,Chat,South,Agent_35
INC02909,C1318,7/28/2025 11:50,7/28/2025 17:02,312,Delay,Interbank Delay,High,24,TRUE,5,Phone,Central,Agent_52
INC02910,C1051,8/14/2025 16:38,8/15/2025 14:48,1330,Fraud Detection,Suspicious Login,Low,72,TRUE,5,Email,East,Agent_95
INC02911,C1776,4/5/2025 1:53,4/5/2025 7:53,360,Transaction Mismatch,Amount Mismatch,High,24,TRUE,3,Chat,Central,Agent_61
INC02912,C1810,3/21/2025 5:59,3/23/2025 0:32,2553,Delay,Processing Queue,Low,72,TRUE,3,Email,East,Agent_99
INC02913,C1260,3/27/2025 15:24,3/27/2025 22:21,417,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Mobile App,North,Agent_11
INC02914,C1858,1/18/2025 8:00,1/18/2025 21:00,780,Fraud Detection,Account Takeover,Medium,48,TRUE,4,Chat,South,Agent_57
INC02915,C1106,5/4/2025 11:50,5/4/2025 14:05,135,Payment Failure,Insufficient Funds,Critical,4,TRUE,,Chat,East,Agent_34
INC02916,C1041,5/20/2025 13:56,5/21/2025 5:31,935,Transaction Mismatch,Missing Transaction,Low,72,TRUE,4,Mobile App,West,Agent_110
INC02917,C1644,5/17/2025 23:52,5/18/2025 7:39,467,Payment Failure,Gateway Error,Medium,48,TRUE,5,Chat,South,Agent_51
INC02918,C1840,6/3/2025 19:36,6/4/2025 0:00,264,Delay,Processing Queue,Low,72,TRUE,5,Chat,West,Agent_57
INC02919,C1993,3/20/2025 16:23,3/20/2025 18:23,120,Delay,Clearing Delay,High,24,TRUE,5,Chat,South,Agent_72
INC02920,C1936,5/6/2025 0:43,5/6/2025 6:03,320,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Email,West,Agent_24
INC02921,C1295,8/2/2025 8:13,8/2/2025 18:41,628,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Mobile App,North,Agent_58
INC02922,C1102,1/12/2025 15:53,1/13/2025 18:21,1588,Delay,Processing Queue,Medium,48,TRUE,3,Phone,West,Agent_62
INC02923,C1812,7/11/2025 11:04,7/11/2025 16:09,305,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Chat,Central,Agent_100
INC02924,C1532,3/26/2025 10:13,3/27/2025 19:59,2026,Delay,Interbank Delay,Medium,48,TRUE,3,Email,Central,Agent_100
INC02925,C1798,6/22/2025 21:36,6/23/2025 14:25,1009,Fraud Detection,Account Takeover,Medium,48,TRUE,4,Chat,Central,Agent_115
INC02926,C1812,1/19/2025 15:01,1/20/2025 3:41,760,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,4,Email,East,Agent_29
INC02927,C1577,8/10/2025 17:30,8/11/2025 6:40,790,Transaction Mismatch,Duplicate Transaction,High,24,TRUE,3,Email,South,Agent_93
INC02928,C1246,1/2/2025 18:17,1/3/2025 3:42,565,Payment Failure,Gateway Error,Medium,48,TRUE,5,Chat,North,Agent_45
INC02929,C1126,4/18/2025 11:37,4/18/2025 11:20,-17,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Chat,East,Agent_60
INC02930,C1838,8/21/2025 7:49,8/21/2025 10:47,178,Payment Failure,Insufficient Funds,Low,72,TRUE,5,Chat,Central,Agent_62
INC02931,C1106,3/10/2025 5:22,3/11/2025 4:32,1390,Transaction Mismatch,Missing Transaction,Low,72,TRUE,3,Email,East,Agent_35
INC02932,C1634,9/7/2025 9:06,9/7/2025 20:57,711,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Chat,South,Agent_31
INC02933,C1767,3/16/2025 17:23,3/17/2025 3:31,608,Transaction Mismatch,Amount Mismatch,High,24,TRUE,3,Chat,West,Agent_96
INC02934,C1159,6/4/2025 15:23,6/5/2025 0:59,576,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Chat,North,Agent_100
INC02935,C1309,4/10/2025 13:10,4/11/2025 1:45,755,Fraud Detection,Suspicious Login,Medium,48,TRUE,4,Mobile App,North,Agent_39
INC02936,C1648,1/10/2025 14:06,1/10/2025 17:12,186,Transaction Mismatch,Missing Transaction,Critical,4,TRUE,2,Phone,East,Agent_94
INC02937,C1127,9/10/2025 21:37,9/11/2025 2:04,267,Account Access,Locked Account,Low,72,TRUE,5,Chat,East,Agent_74
INC02938,C1412,6/24/2025 1:33,6/24/2025 15:18,825,Fraud Detection,Account Takeover,Low,72,TRUE,5,Phone,North,Agent_60
INC02939,C1630,1/14/2025 6:38,1/14/2025 23:48,1030,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,,Phone,North,Agent_98
INC02940,C1276,2/23/2025 14:47,2/24/2025 1:07,620,Chargeback,Merchant Error,Medium,48,TRUE,5,Phone,West,Agent_70
INC02941,C1407,8/10/2025 22:38,8/11/2025 9:36,658,Chargeback,Merchant Error,Low,72,TRUE,5,Email,North,Agent_96
INC02942,C1599,7/6/2025 18:51,7/7/2025 9:06,855,Fraud Detection,Suspicious Login,High,24,TRUE,3,Mobile App,West,Agent_52
INC02943,C1814,5/8/2025 11:12,5/9/2025 14:44,1652,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,3,Chat,Central,Agent_77
INC02944,C1276,7/28/2025 1:31,7/28/2025 6:28,297,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Phone,South,Agent_30
INC02945,C1618,6/26/2025 3:48,6/26/2025 7:18,210,Payment Failure,Gateway Error,Low,72,TRUE,5,Mobile App,East,Agent_22
INC02946,C1230,9/10/2025 20:19,9/11/2025 7:03,644,Fraud Detection,Account Takeover,High,24,TRUE,4,Chat,West,Agent_92
INC02947,C1986,7/31/2025 14:49,,,KYC/Documentation,Mismatch Info,Low,72,FALSE,,Phone,South,Agent_91
INC02948,C1792,1/6/2025 21:03,1/7/2025 9:58,775,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Mobile App,East,Agent_72
INC02949,C1425,3/20/2025 12:52,3/20/2025 17:57,305,Payment Failure,Insufficient Funds,Low,72,TRUE,5,Email,West,Agent_104
INC02950,C1535,5/16/2025 22:49,,,Delay,Processing Queue,High,24,FALSE,,Mobile App,West,Agent_75
INC02951,C1077,2/23/2025 2:51,2/23/2025 3:49,58,Account Access,Password Reset,High,24,TRUE,5,Chat,South,Agent_42
INC02952,C1581,3/23/2025 12:05,3/24/2025 2:52,887,Delay,Interbank Delay,High,24,TRUE,3,Email,East,Agent_104
INC02953,C1386,6/6/2025 12:48,6/7/2025 0:58,730,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,4,Chat,South,Agent_24
INC02954,C1816,7/11/2025 21:52,7/12/2025 14:39,1007,Fraud Detection,Card Fraud,Low,72,TRUE,4,Chat,North,Agent_28
INC02955,C1565,7/15/2025 14:12,7/16/2025 6:36,984,Chargeback,Merchant Error,Low,72,TRUE,4,Phone,Central,Agent_28
INC02956,C1286,8/16/2025 23:27,8/17/2025 10:31,664,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Mobile App,North,Agent_34
INC02957,C1249,7/15/2025 21:08,7/17/2025 3:01,1793,Delay,Clearing Delay,Low,72,TRUE,4,Email,South,Agent_42
INC02958,C1933,5/17/2025 1:57,5/18/2025 19:31,2494,Delay,Interbank Delay,Low,72,TRUE,3,Mobile App,North,Agent_26
INC02959,C1047,1/1/2025 16:30,1/1/2025 17:51,81,Account Access,MFA Issue,Medium,48,TRUE,5,Phone,West,Agent_85
INC02960,C1618,9/5/2025 13:06,9/6/2025 12:13,1387,Fraud Detection,Account Takeover,Low,72,TRUE,4,Chat,North,Agent_62
INC02961,C1510,8/4/2025 20:30,8/5/2025 15:19,1129,KYC/Documentation,Mismatch Info,Medium,48,TRUE,,Email,North,Agent_37
INC02962,C1588,7/22/2025 17:03,,,Fraud Detection,Suspicious Login,Low,72,FALSE,,Email,North,Agent_29
INC02963,C1478,3/24/2025 12:54,3/24/2025 16:59,245,Account Access,MFA Issue,Low,72,TRUE,5,Chat,North,Agent_76
INC02964,C1698,2/12/2025 12:02,2/12/2025 15:38,216,Account Access,Locked Account,High,24,TRUE,5,Phone,West,Agent_101
INC02965,C1305,5/9/2025 18:02,5/9/2025 19:08,66,Account Access,MFA Issue,Medium,48,TRUE,4,Email,East,Agent_105
INC02966,C1884,2/28/2025 22:38,3/1/2025 4:48,370,Account Access,Password Reset,Medium,48,TRUE,,Chat,Central,Agent_74
INC02967,C1473,2/21/2025 6:25,2/23/2025 9:54,3089,Delay,Interbank Delay,Medium,48,FALSE,1,Chat,South,Agent_16
INC02968,C1895,6/20/2025 7:04,6/20/2025 18:59,715,Fraud Detection,Account Takeover,Medium,48,TRUE,5,Chat,South,Agent_52
INC02969,C1563,1/2/2025 4:11,1/2/2025 8:29,258,Transaction Mismatch,Missing Transaction,High,24,TRUE,5,Mobile App,East,Agent_102
INC02970,C1376,5/22/2025 16:00,5/23/2025 3:45,705,KYC/Documentation,Mismatch Info,Low,72,TRUE,4,Email,Central,Agent_106
INC02971,C1459,6/2/2025 6:43,6/2/2025 14:08,445,Payment Failure,Gateway Error,Low,72,TRUE,5,Email,East,Agent_109
INC02972,C1706,2/13/2025 15:19,2/14/2025 14:57,1418,KYC/Documentation,Verification Delay,Medium,48,TRUE,4,Chat,North,Agent_4
INC02973,C1250,3/25/2025 23:05,3/26/2025 8:02,537,Delay,Clearing Delay,Low,72,TRUE,5,Email,North,Agent_74
INC02974,C1954,6/19/2025 11:32,6/19/2025 17:43,371,Payment Failure,Insufficient Funds,Medium,48,TRUE,5,Email,East,Agent_104
INC02975,C1033,8/21/2025 3:31,8/21/2025 12:04,513,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,,Chat,West,Agent_65
INC02976,C1715,8/20/2025 1:57,8/20/2025 15:17,800,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,4,Mobile App,North,Agent_43
INC02977,C1328,2/17/2025 12:16,2/18/2025 16:01,1665,KYC/Documentation,Mismatch Info,Medium,48,TRUE,3,Email,South,Agent_58
INC02978,C1468,7/17/2025 17:16,7/17/2025 19:39,143,Account Access,MFA Issue,High,24,TRUE,5,Mobile App,West,Agent_110
INC02979,C1863,2/1/2025 0:24,2/1/2025 10:10,586,Fraud Detection,Account Takeover,High,24,TRUE,4,Mobile App,South,Agent_108
INC02980,C1270,2/10/2025 20:48,2/10/2025 23:32,164,Account Access,Password Reset,Low,72,TRUE,5,Mobile App,West,Agent_43
INC02981,C1918,9/13/2025 8:55,9/13/2025 11:43,168,Delay,Clearing Delay,Low,72,TRUE,5,Phone,Central,Agent_39
INC02982,C1396,8/13/2025 23:51,8/14/2025 8:53,542,KYC/Documentation,Mismatch Info,Low,72,TRUE,5,Phone,East,Agent_109
INC02983,C1837,5/29/2025 5:30,5/29/2025 10:59,329,Transaction Mismatch,Missing Transaction,High,24,TRUE,5,Chat,West,Agent_53
INC02984,C1902,3/2/2025 3:06,3/2/2025 8:12,306,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Mobile App,East,Agent_38
INC02985,C1170,6/29/2025 13:21,6/30/2025 16:08,1607,Delay,Processing Queue,High,24,FALSE,1,Mobile App,Central,Agent_27
INC02986,C1010,6/1/2025 16:21,6/2/2025 2:14,593,Chargeback,Customer Dispute,High,24,TRUE,4,Chat,West,Agent_68
INC02987,C1611,6/28/2025 23:26,6/29/2025 12:58,812,KYC/Documentation,Verification Delay,Medium,48,TRUE,3,Email,West,Agent_9
INC02988,C1785,4/22/2025 16:08,4/23/2025 4:29,741,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Mobile App,West,Agent_114
INC02989,C1914,8/22/2025 14:38,8/23/2025 5:35,897,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Mobile App,South,Agent_49
INC02990,C1454,4/25/2025 15:29,4/25/2025 21:41,372,Fraud Detection,Suspicious Login,High,24,TRUE,4,Phone,North,Agent_8
INC02991,C1676,8/13/2025 7:22,8/14/2025 14:41,1879,Delay,Processing Queue,Medium,48,TRUE,3,Phone,West,Agent_70
INC02992,C1053,3/27/2025 9:12,3/27/2025 16:18,426,Fraud Detection,Suspicious Login,High,24,TRUE,4,Email,South,Agent_79
INC02993,C1028,4/28/2025 8:17,4/29/2025 3:12,1135,Delay,Interbank Delay,High,24,TRUE,2,Mobile App,Central,Agent_34
INC02994,C1349,4/27/2025 21:58,4/28/2025 7:19,561,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Mobile App,Central,Agent_113
INC02995,C1248,7/20/2025 10:49,7/20/2025 20:20,571,Payment Failure,Gateway Error,Low,72,TRUE,5,Mobile App,North,Agent_5
INC02996,C1490,7/15/2025 8:16,7/16/2025 12:35,1699,KYC/Documentation,Mismatch Info,Low,72,TRUE,4,Chat,South,Agent_14
INC02997,C1170,3/1/2025 18:40,3/1/2025 19:07,27,Account Access,Locked Account,High,24,TRUE,4,Chat,East,Agent_40
INC02998,C1993,3/15/2025 16:51,3/16/2025 1:53,542,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Email,East,Agent_43
INC02999,C1983,1/16/2025 15:35,1/17/2025 2:23,648,Chargeback,Merchant Error,Medium,48,TRUE,5,Mobile App,Central,Agent_51
INC03000,C1125,1/15/2025 21:11,1/16/2025 0:06,175,Fraud Detection,Suspicious Login,Critical,4,TRUE,3,Email,North,Agent_118
INC03001,C1410,9/4/2025 1:57,9/4/2025 23:00,1263,Delay,Processing Queue,High,24,TRUE,2,Mobile App,South,Agent_76
INC03002,C1531,3/9/2025 17:51,3/10/2025 2:02,491,Payment Failure,Insufficient Funds,Low,72,TRUE,,Mobile App,South,Agent_106
INC03003,C1177,2/9/2025 8:51,2/11/2025 1:44,2453,KYC/Documentation,Mismatch Info,Low,72,TRUE,3,Phone,West,Agent_118
INC03004,C1554,7/20/2025 9:19,7/21/2025 7:58,1359,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,4,Phone,West,Agent_1
INC03005,C1701,1/10/2025 10:05,1/12/2025 2:19,2414,Delay,Processing Queue,Medium,48,TRUE,2,Phone,South,Agent_3
INC03006,C1500,3/17/2025 21:10,3/18/2025 1:49,279,Account Access,Password Reset,Low,72,TRUE,5,Chat,East,Agent_47
INC03007,C1712,5/20/2025 2:25,5/20/2025 13:05,640,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Phone,North,Agent_112
INC03008,C1798,5/18/2025 12:26,5/19/2025 13:17,1491,KYC/Documentation,Verification Delay,Medium,48,TRUE,3,Phone,East,Agent_22
INC03009,C1235,7/27/2025 21:43,7/27/2025 21:11,-32,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,4,Mobile App,North,Agent_62
INC03010,C1586,6/24/2025 9:47,,,Chargeback,Customer Dispute,Low,72,FALSE,,Chat,Central,Agent_64
INC03011,C1436,3/14/2025 7:44,3/14/2025 15:25,461,Fraud Detection,Suspicious Login,Medium,48,TRUE,4,Phone,North,Agent_111
INC03012,C1274,5/13/2025 10:28,5/14/2025 21:07,2079,Delay,Clearing Delay,Medium,48,TRUE,3,Chat,Central,Agent_91
INC03013,C1579,2/21/2025 19:40,2/23/2025 19:55,2895,Delay,Interbank Delay,Low,72,TRUE,3,Mobile App,West,Agent_78
INC03014,C1047,9/5/2025 21:08,9/6/2025 4:00,412,Payment Failure,Insufficient Funds,Low,72,TRUE,5,Phone,Central,Agent_20
INC03015,C1851,6/30/2025 4:15,6/30/2025 3:42,-33,Account Access,Locked Account,Medium,48,TRUE,4,Chat,Central,Agent_83
INC03016,C1548,4/12/2025 15:37,4/12/2025 20:39,302,Payment Failure,Beneficiary Error,High,24,TRUE,5,Chat,East,Agent_104
INC03017,C1289,3/5/2025 2:27,3/5/2025 11:41,554,Fraud Detection,Suspicious Login,Medium,48,TRUE,5,Email,North,Agent_116
INC03018,C1986,8/27/2025 10:53,8/27/2025 20:33,580,Transaction Mismatch,Missing Transaction,High,24,TRUE,4,Chat,South,Agent_39
INC03019,C1081,8/28/2025 7:37,,,Delay,Clearing Delay,Low,72,FALSE,,Email,North,Agent_23
INC03020,C1946,6/3/2025 20:36,6/4/2025 19:02,1346,KYC/Documentation,Mismatch Info,Medium,48,TRUE,4,Mobile App,West,Agent_62
INC03021,C1880,3/29/2025 8:19,3/29/2025 15:35,436,Payment Failure,Gateway Error,Medium,48,TRUE,,Chat,Central,Agent_115
INC03022,C1345,8/25/2025 16:31,8/25/2025 22:05,334,Payment Failure,Insufficient Funds,Low,72,TRUE,4,Mobile App,East,Agent_29
INC03023,C1662,1/23/2025 5:39,1/23/2025 13:45,486,Payment Failure,Gateway Error,Low,72,TRUE,5,Phone,East,Agent_17
INC03024,C1051,5/31/2025 15:37,5/31/2025 19:32,235,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Chat,North,Agent_77
INC03025,C1900,2/3/2025 13:44,2/3/2025 17:52,248,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Email,West,Agent_49
INC03026,C1613,3/12/2025 4:23,3/12/2025 11:09,406,Payment Failure,Gateway Error,Low,72,TRUE,5,Email,North,Agent_77
INC03027,C1340,2/13/2025 22:17,2/14/2025 8:34,617,KYC/Documentation,Missing Documents,High,24,TRUE,4,Email,West,Agent_31
INC03028,C1067,2/25/2025 22:07,2/26/2025 5:39,452,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,4,Chat,West,Agent_111
INC03029,C1272,6/18/2025 13:36,6/20/2025 0:50,2114,Delay,Clearing Delay,Medium,48,TRUE,,Email,Central,Agent_103
INC03030,C1313,4/25/2025 6:21,4/25/2025 17:12,651,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Email,South,Agent_74
INC03031,C1492,5/5/2025 20:48,5/6/2025 5:13,505,Payment Failure,Beneficiary Error,Medium,48,TRUE,4,Mobile App,North,Agent_46
INC03032,C1759,5/8/2025 19:01,5/9/2025 21:40,1599,Delay,Interbank Delay,High,24,FALSE,1,Chat,West,Agent_94
INC03033,C1016,5/1/2025 12:20,5/4/2025 21:44,4884,Delay,Clearing Delay,Low,72,FALSE,1,Phone,North,Agent_56
INC03034,C1462,6/3/2025 14:26,6/5/2025 6:29,2403,KYC/Documentation,Mismatch Info,Low,72,TRUE,3,Mobile App,South,Agent_108
INC03035,C1127,6/16/2025 10:16,6/17/2025 0:41,865,Chargeback,Merchant Error,Low,72,TRUE,5,Mobile App,Central,Agent_64
INC03036,C1830,3/15/2025 23:45,3/17/2025 18:37,2572,Delay,Interbank Delay,Medium,48,TRUE,2,Chat,Central,Agent_29
INC03037,C1874,4/11/2025 9:14,4/11/2025 16:56,462,Payment Failure,Beneficiary Error,Low,72,TRUE,,Email,Central,Agent_111
INC03038,C1467,4/4/2025 22:22,4/5/2025 4:24,362,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Email,South,Agent_106
INC03039,C1254,2/20/2025 7:15,,,Chargeback,Customer Dispute,Low,72,FALSE,,Email,North,Agent_24
INC03040,C1487,4/28/2025 13:19,,,KYC/Documentation,Missing Documents,Low,72,FALSE,,Chat,North,Agent_82
INC03041,C1045,7/11/2025 6:45,7/11/2025 12:01,316,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,4,Chat,North,Agent_52
INC03042,C1725,1/25/2025 4:15,1/26/2025 7:01,1606,Delay,Clearing Delay,High,24,FALSE,1,Phone,East,Agent_46
INC03043,C1649,6/16/2025 17:54,6/17/2025 8:40,886,Delay,Processing Queue,Critical,4,FALSE,1,Phone,East,Agent_20
INC03044,C1080,3/19/2025 20:52,3/20/2025 0:32,220,Account Access,MFA Issue,Low,72,TRUE,5,Email,East,Agent_105
INC03045,C1529,7/10/2025 2:08,7/10/2025 9:51,463,Fraud Detection,Card Fraud,High,24,TRUE,4,Phone,Central,Agent_12
INC03046,C1746,5/8/2025 23:56,5/9/2025 20:38,1242,KYC/Documentation,Verification Delay,Medium,48,TRUE,3,Chat,Central,Agent_33
INC03047,C1774,2/5/2025 19:45,2/6/2025 10:16,871,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,4,Chat,East,Agent_64
INC03048,C1284,3/4/2025 12:27,3/4/2025 15:42,195,Fraud Detection,Suspicious Login,Medium,48,TRUE,5,Mobile App,South,Agent_3
INC03049,C1549,8/9/2025 3:47,8/10/2025 1:43,1316,Delay,Clearing Delay,Medium,48,TRUE,4,Chat,West,Agent_31
INC03050,C1320,6/11/2025 4:00,6/11/2025 6:05,125,Account Access,MFA Issue,Medium,48,TRUE,4,Phone,East,Agent_20
INC03051,C1667,1/29/2025 10:38,1/29/2025 13:08,150,Account Access,Locked Account,High,24,TRUE,4,Mobile App,Central,Agent_58
INC03052,C1934,8/24/2025 2:19,8/24/2025 2:05,-14,Account Access,Locked Account,Critical,4,TRUE,5,Phone,Central,Agent_5
INC03053,C1051,2/25/2025 1:05,2/25/2025 13:55,770,Fraud Detection,Account Takeover,Medium,48,TRUE,4,Email,Central,Agent_20
INC03054,C1287,9/6/2025 16:33,9/6/2025 19:23,170,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Mobile App,North,Agent_50
INC03055,C1751,5/5/2025 17:33,5/6/2025 0:00,387,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Chat,North,Agent_68
INC03056,C1605,6/30/2025 13:59,7/1/2025 9:06,1147,Delay,Interbank Delay,Medium,48,TRUE,4,Mobile App,East,Agent_52
INC03057,C1731,3/24/2025 12:30,3/24/2025 13:59,89,Payment Failure,Gateway Error,Medium,48,TRUE,,Mobile App,South,Agent_106
INC03058,C1458,1/1/2025 23:40,1/2/2025 0:49,69,Delay,Processing Queue,High,24,TRUE,5,Email,South,Agent_59
INC03059,C1729,4/18/2025 11:26,4/18/2025 20:07,521,Delay,Processing Queue,Low,72,TRUE,5,Phone,Central,Agent_29
INC03060,C1354,1/26/2025 12:38,1/27/2025 10:41,1323,Chargeback,Merchant Error,Low,72,TRUE,4,Chat,Central,Agent_71
INC03061,C1577,4/15/2025 13:29,,,Delay,Interbank Delay,Medium,48,FALSE,,Phone,West,Agent_49
INC03062,C1103,8/2/2025 14:23,8/3/2025 14:31,1448,KYC/Documentation,Verification Delay,High,24,FALSE,1,Phone,West,Agent_39
INC03063,C1310,7/1/2025 13:02,7/1/2025 13:51,49,Account Access,MFA Issue,High,24,TRUE,5,Email,North,Agent_65
INC03064,C1137,1/25/2025 20:41,1/26/2025 12:33,952,Fraud Detection,Card Fraud,Low,72,TRUE,5,Chat,Central,Agent_107
INC03065,C1488,6/27/2025 13:21,6/27/2025 16:18,177,Account Access,Password Reset,High,24,TRUE,5,Mobile App,South,Agent_3
INC03066,C1164,4/13/2025 3:24,4/13/2025 7:14,230,Account Access,MFA Issue,Low,72,TRUE,5,Mobile App,North,Agent_48
INC03067,C1058,5/25/2025 17:30,5/29/2025 8:16,5206,Delay,Clearing Delay,Low,72,FALSE,1,Email,East,Agent_105
INC03068,C1519,5/29/2025 10:20,5/29/2025 12:55,155,Account Access,MFA Issue,Low,72,TRUE,5,Phone,Central,Agent_76
INC03069,C1489,4/17/2025 18:54,4/18/2025 14:44,1190,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,4,Email,East,Agent_49
INC03070,C1790,2/19/2025 12:13,2/20/2025 8:47,1234,Fraud Detection,Account Takeover,Low,72,TRUE,4,Phone,North,Agent_4
INC03071,C1018,2/10/2025 9:14,2/11/2025 12:19,1625,Delay,Interbank Delay,Medium,48,TRUE,3,Mobile App,East,Agent_14
INC03072,C1156,8/13/2025 18:36,8/14/2025 6:15,699,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Mobile App,South,Agent_46
INC03073,C1796,2/21/2025 16:38,2/22/2025 5:39,781,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,5,Chat,West,Agent_8
INC03074,C1039,1/3/2025 5:08,1/3/2025 23:59,1131,Delay,Clearing Delay,High,24,TRUE,2,Chat,West,Agent_96
INC03075,C1675,8/28/2025 14:54,8/29/2025 17:14,1580,Chargeback,Customer Dispute,Low,72,TRUE,3,Chat,Central,Agent_73
INC03076,C1519,1/23/2025 8:06,1/23/2025 16:33,507,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Phone,East,Agent_9
INC03077,C1593,7/31/2025 12:27,7/31/2025 13:39,72,Account Access,Password Reset,High,24,TRUE,5,Email,West,Agent_68
INC03078,C1198,5/31/2025 8:31,5/31/2025 14:53,382,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Mobile App,North,Agent_42
INC03079,C1878,3/13/2025 15:25,3/13/2025 21:58,393,Transaction Mismatch,Missing Transaction,High,24,TRUE,4,Chat,East,Agent_39
INC03080,C1257,3/21/2025 0:09,3/21/2025 3:14,185,Account Access,MFA Issue,Medium,48,TRUE,5,Mobile App,South,Agent_93
INC03081,C1231,2/6/2025 7:55,2/7/2025 12:14,1699,Fraud Detection,Card Fraud,Low,72,TRUE,4,Phone,North,Agent_117
INC03082,C1942,1/17/2025 22:09,1/17/2025 22:09,0,Account Access,Locked Account,Medium,48,TRUE,5,Chat,North,Agent_78
INC03083,C1953,5/8/2025 21:36,5/10/2025 18:42,2706,Delay,Clearing Delay,Low,72,TRUE,3,Phone,Central,Agent_73
INC03084,C1867,3/5/2025 3:52,3/5/2025 19:51,959,KYC/Documentation,Mismatch Info,Low,72,TRUE,5,Mobile App,Central,Agent_19
INC03085,C1064,6/5/2025 23:31,6/6/2025 2:53,202,Payment Failure,Beneficiary Error,High,24,TRUE,5,Phone,South,Agent_34
INC03086,C1875,2/10/2025 8:05,2/10/2025 15:51,466,Account Access,Locked Account,Low,72,TRUE,4,Phone,East,Agent_2
INC03087,C1894,6/25/2025 2:44,6/25/2025 17:57,913,Fraud Detection,Account Takeover,Medium,48,TRUE,3,Phone,East,Agent_40
INC03088,C1048,8/19/2025 1:32,8/19/2025 15:53,861,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,4,Mobile App,West,Agent_13
INC03089,C1107,6/1/2025 21:52,6/2/2025 11:16,804,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,5,Chat,East,Agent_98
INC03090,C1483,7/19/2025 8:20,7/21/2025 10:39,3019,Delay,Clearing Delay,Medium,48,FALSE,1,Chat,North,Agent_59
INC03091,C1642,5/18/2025 0:14,5/18/2025 9:42,568,KYC/Documentation,Verification Delay,Low,72,TRUE,5,Mobile App,North,Agent_78
INC03092,C1295,4/28/2025 7:38,4/28/2025 11:03,205,Account Access,MFA Issue,Medium,48,TRUE,5,Phone,South,Agent_105
INC03093,C1777,7/27/2025 9:04,7/28/2025 15:39,1835,KYC/Documentation,Missing Documents,Low,72,TRUE,4,Mobile App,East,Agent_30
INC03094,C1406,2/3/2025 22:41,,,Delay,Interbank Delay,High,24,FALSE,,Email,North,Agent_88
INC03095,C1805,1/19/2025 2:01,1/19/2025 9:28,447,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Phone,South,Agent_42
INC03096,C1297,4/26/2025 12:02,4/27/2025 4:50,1008,Chargeback,Customer Dispute,Low,72,TRUE,5,Mobile App,West,Agent_77
INC03097,C1278,6/3/2025 17:24,6/3/2025 20:51,207,Payment Failure,Beneficiary Error,High,24,TRUE,5,Chat,Central,Agent_9
INC03098,C1943,8/28/2025 0:57,8/28/2025 11:49,652,Fraud Detection,Card Fraud,Low,72,TRUE,5,Mobile App,West,Agent_1
INC03099,C1929,2/6/2025 14:31,2/7/2025 13:53,1402,KYC/Documentation,Mismatch Info,Medium,48,TRUE,4,Chat,Central,Agent_26
